rd_ad,room_id,uid,score,dt
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212393381,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213046774,1400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,170620800,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,16047639,3100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,35688822,4300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,176960572,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24792293,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213800769,1900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213396873,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,140131629,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,168371435,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,178169086,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213788871,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20001082,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,39817289,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,199282893,4800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,93527027,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1518551,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61144929,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,127085703,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,80438353,1700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214396676,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,41098468,2800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,52475450,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,22558916,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3296490,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,41304246,1700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,169953941,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,43389964,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213416195,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,194266910,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212363137,1700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,186473743,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213988711,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214521521,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,54787905,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213016137,1900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,100415348,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212962654,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,54852454,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,177000299,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,28776340,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,169562498,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,41184611,5200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37806872,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,76707194,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,17117643,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2008843,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,110848192,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,149298995,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40637413,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,208900433,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,16006653,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,90062749,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,13486445,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,136321936,1400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,22560276,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,4053616,1200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,181897814,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,23275111,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,21961120,5400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,449061,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,189095766,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214167824,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24295243,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18005128,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3321305,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,210398613,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212939136,1700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,199187087,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,41149194,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24880260,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,36359688,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,172543056,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,70416019,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,763896,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20533789,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,26386231,2700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,13408324,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,153627092,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,130113935,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10646571,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,167406727,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,204009416,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,146049748,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,131264961,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,200009650,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,30686578,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3836116,200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5805087,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,25097095,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24870020,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,111792383,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61411466,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,108829474,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1064561,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212880813,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3489877,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213351558,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,98311105,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,87632771,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,153128521,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,178549582,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213156509,4900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,34564575,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3656427,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,43961722,1900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,25408482,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213019574,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,108793700,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,201424505,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,76894030,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213081583,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,87318079,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,186514564,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9808717,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147714823,2400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,121749323,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,39073677,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9747790,100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,56507150,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,23639711,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,188321674,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,21143120,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,106377071,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,139946753,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,204444528,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1478976,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3963794,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,8667824,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14944212,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10876337,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,50648601,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,156354035,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37074529,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,17617923,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,51004638,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20863932,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213812457,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3926837,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,59918963,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,153648637,5300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,210040976,4900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,116601456,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37639667,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,193180394,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5198786,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213535502,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20544891,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,6308630,300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,15592128,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,170035898,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,46228643,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,47394974,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,138269065,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,60470295,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,157609298,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10236605,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212959051,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,93447786,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10185092,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213109422,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214180428,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9639032,5300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,60227680,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,181055077,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,202032639,2600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,108174877,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213035640,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,70619028,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,75705064,900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,75421954,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5788174,4300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18188385,4900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,162256475,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,156799150,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,174805594,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,13583065,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,125529218,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213177757,500.0,20180801
