rd_ad,room_id,uid,score,dt
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,176603153,3100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,152629636,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,194501736,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,85660235,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,100415421,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,131095653,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212529820,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,98084955,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,182414111,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2369131,2900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147886327,1900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,39256616,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,17260764,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,62042694,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,27755591,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214352621,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,34035993,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213209356,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213188353,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,208322823,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,180882328,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,164929852,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212270732,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10451771,4300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,42818509,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,4319547,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,17341139,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,23527490,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2032780,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,55259745,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,42456920,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,102527930,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,48863066,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213542779,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212469298,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,34451992,1200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,202995763,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,85432563,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213050256,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,25819011,2600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212670886,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213621387,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212885122,1200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,188451896,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,21090473,2800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,106921303,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,54903673,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,176455834,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,207568970,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213024312,3800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,208882977,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,19061895,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24270039,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,97470303,900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213258586,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9722282,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213459638,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14869170,2400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,54516820,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212448924,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14250490,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,169669976,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212919537,1900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213508034,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,30915938,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214173684,1300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,89388915,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,53717643,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1879765,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212686077,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14995136,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,150593372,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10903599,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10121888,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,109016440,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,69063114,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,53767718,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,51593079,600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,146605680,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,199696276,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212701605,2600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214358615,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,51723523,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,45516022,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213623537,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61104959,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,13486283,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212892796,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,88657988,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61073872,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213388326,2400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9248764,400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,71027440,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,101055559,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,145644104,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,43756983,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,60013819,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,130378183,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5058659,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213071540,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,195795852,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18807143,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,69594110,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,194593270,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,189636538,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,148622583,1300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,21204762,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5501536,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40206234,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,83039282,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24125275,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10808704,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,56822908,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,155968350,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,31308089,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40119452,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61854305,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213328442,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,33425776,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,154403095,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,43583868,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24421146,2800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,98830112,2600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,162821878,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,90009732,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,68088798,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,207845311,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213804539,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,38017697,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,76379474,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,205433951,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,21016563,1800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40335899,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214726120,3700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213038831,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,184937088,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,11304884,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212564869,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2836425,700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,38129114,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14548145,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,180441767,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,207075141,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,164519208,2800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40025912,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,196443596,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212970238,1300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,134140989,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,141032588,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,12673517,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,109458823,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213191144,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,148205383,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20864712,4300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,192759628,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,171288803,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212565624,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,28887128,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3772821,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,99292510,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,155188741,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5758654,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,19142601,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,6512848,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,182577231,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,31347005,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,72131114,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,180062648,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,88319765,600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,30103409,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,36941392,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,14501080,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,4677490,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,127024582,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,28253413,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,119504985,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,174973747,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20147447,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,53426716,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,12812039,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37216518,1800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,130362786,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,69476326,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,16257874,100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147254389,600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,24333977,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,15563065,5300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213748291,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,61251226,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212574529,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,5271459,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,38167100,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,70265063,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,43197592,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,20736506,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,204709911,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,199479729,4800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,58179587,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,125206134,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1706245,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,79665471,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213164929,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,39888052,900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,1445049,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,161388294,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212523568,5200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2439819,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,29856619,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214534060,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,6304725,700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,26400427,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,133431548,4400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147589462,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,204043747,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214721797,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212542524,1600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,44155467,2400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,46019401,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,134377177,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,26335204,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,2337342,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,53429445,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,56143901,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,36152734,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214007790,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,166416363,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,191273596,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,56581486,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,31703094,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9176862,3100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,70267672,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,64630315,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213114951,5400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,63017131,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,7410219,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,191976882,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212946556,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,40613136,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212509217,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,162531415,5300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,55856326,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213096670,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,77303595,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,16883131,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213011065,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,210094644,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,23049882,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147808958,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213061405,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213042912,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,158101391,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,180593507,5200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,148131091,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,64428378,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,153638388,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,170026077,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,55990124,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213593144,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214158338,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214743833,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212562808,5400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,22548028,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,67353420,4100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,93490751,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,188389620,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,27031294,5900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,147506143,3400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213967598,3100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213229179,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9208815,4700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18937868,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,39580204,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,65538970,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,26328475,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,32615032,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,109621743,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,28996316,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,41502750,2100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18648589,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,12389904,2500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,142590483,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,17645997,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,193984891,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,67191493,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10175709,5100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,18392449,1100.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,101021862,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37098634,4000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,12310010,1700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,19598862,1400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,67453143,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10947827,4600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214055913,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212583179,2800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,32219482,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10323182,1000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,22009140,400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,177487217,1300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213361511,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,101487749,5000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,211054286,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,71683709,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,135207902,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213128941,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,73378357,5800.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,12919559,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,208466443,5600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,104045886,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,33108931,500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,15197400,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,9703027,3200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3845716,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,212557704,2700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,37615199,5300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,10192926,3000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,29726765,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213788707,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213043806,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213079194,5500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,205494234,1500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,15375580,5700.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,22897284,4500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,27841620,2000.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,90075613,5400.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,25368264,4900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,3459860,4300.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,214681837,3500.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,164198687,3600.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,80031163,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,47956148,3900.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,165852663,4200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,66386574,2200.0,20180801
aa3f1d75c5685c14385d46ce87ada463,fr:5320990,213304204,5400.0,20180801
